user_id,date,time,category,type,amount,description,is_impulsive,month,weekday,hour
user_001,2025-07-06,10:16,health,expense,238358.0,Gym,False,2025-07,Sunday,10
user_001,2025-07-06,14:16,food,expense,63751.0,GrabFood,False,2025-07,Sunday,14
user_001,2025-07-07,14:26,health,expense,81815.0,Klinik,False,2025-07,Monday,14
user_001,2025-07-07,17:48,food,expense,99976.0,Makan siang,False,2025-07,Monday,17
user_001,2025-07-10,18:30,shop,expense,165957.0,Tokopedia,False,2025-07,Thursday,18
user_001,2025-07-12,23:02,other,expense,48390.0,Tak terduga,False,2025-07,Saturday,23
user_001,2025-07-14,16:43,other,expense,121552.0,Transfer,False,2025-07,Monday,16
user_001,2025-07-15,15:32,other,expense,20138.0,Transfer,False,2025-07,Tuesday,15
user_001,2025-07-17,07:49,food,expense,80007.0,Warung makan,False,2025-07,Thursday,7
user_001,2025-07-18,19:25,entertain,expense,116305.0,Game top-up,False,2025-07,Friday,19
user_001,2025-07-20,04:35,shop,expense,68049.0,Tokopedia,True,2025-07,Sunday,4
user_001,2025-07-21,14:01,health,expense,133487.0,Masker,False,2025-07,Monday,14
user_001,2025-07-23,20:40,shop,expense,373641.0,Indomaret,False,2025-07,Wednesday,20
user_001,2025-07-24,17:06,food,expense,105869.0,Sarapan,False,2025-07,Thursday,17
user_001,2025-07-26,02:08,other,expense,44656.0,Lain-lain,False,2025-07,Saturday,2
user_001,2025-07-28,05:15,transport,expense,20983.0,Grab,False,2025-07,Monday,5
user_001,2025-07-28,09:18,food,expense,58247.0,Warung makan,False,2025-07,Monday,9
user_001,2025-07-28,21:17,food,expense,74017.0,Kopi,False,2025-07,Monday,21
user_001,2025-07-31,10:00,salary,income,8000000.0,Gaji bulanan,False,2025-07,Thursday,10
user_001,2025-08-01,05:10,food,expense,45974.0,Makan siang,False,2025-08,Friday,5
user_001,2025-08-04,00:13,entertain,expense,58669.0,Spotify,True,2025-08,Monday,0
user_001,2025-08-04,11:19,shop,expense,313409.0,Tokopedia,False,2025-08,Monday,11
user_001,2025-08-06,11:35,health,expense,218533.0,Gym,False,2025-08,Wednesday,11
user_001,2025-08-06,21:21,health,expense,197282.0,Gym,False,2025-08,Wednesday,21
user_001,2025-08-07,05:49,food,expense,105496.0,Kopi,False,2025-08,Thursday,5
user_001,2025-08-07,14:15,shop,expense,360287.0,Lazada,False,2025-08,Thursday,14
user_001,2025-08-08,01:12,shop,expense,233109.0,Shopee,True,2025-08,Friday,1
user_001,2025-08-08,04:48,other,expense,54262.0,Tak terduga,False,2025-08,Friday,4
user_001,2025-08-08,14:36,food,expense,77208.0,Warung makan,False,2025-08,Friday,14
user_001,2025-08-09,19:30,food,expense,118529.0,GrabFood,False,2025-08,Saturday,19
user_001,2025-08-11,05:49,health,expense,106220.0,Masker,False,2025-08,Monday,5
user_001,2025-08-11,08:56,transport,expense,23654.0,Grab,False,2025-08,Monday,8
user_001,2025-08-15,01:43,entertain,expense,88782.0,Bioskop,True,2025-08,Friday,1
user_001,2025-08-15,22:46,shop,expense,58205.0,Lazada,True,2025-08,Friday,22
user_001,2025-08-16,02:02,food,expense,35000.0,Sarapan,False,2025-08,Saturday,2
user_001,2025-08-21,06:24,food,expense,10633.0,Makan siang,False,2025-08,Thursday,6
user_001,2025-08-21,14:27,health,expense,205534.0,Apotek,False,2025-08,Thursday,14
user_001,2025-08-24,03:47,entertain,expense,33763.0,YouTube Premium,False,2025-08,Sunday,3
user_001,2025-08-26,14:25,food,expense,68549.0,Makan siang,False,2025-08,Tuesday,14
user_001,2025-08-30,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-08,Saturday,10
user_001,2025-08-30,22:51,food,expense,38942.0,Kopi,False,2025-08,Saturday,22
user_001,2025-08-31,22:30,food,expense,26723.0,Makan siang,False,2025-08,Sunday,22
user_001,2025-09-02,05:07,entertain,expense,180425.0,Netflix,False,2025-09,Tuesday,5
user_001,2025-09-02,12:59,food,expense,70448.0,Sarapan,False,2025-09,Tuesday,12
user_001,2025-09-03,12:11,food,expense,79846.0,Makan siang,False,2025-09,Wednesday,12
user_001,2025-09-06,19:55,transport,expense,33689.0,Parkir,False,2025-09,Saturday,19
user_001,2025-09-07,02:03,transport,expense,63702.0,Gojek,False,2025-09,Sunday,2
user_001,2025-09-07,06:37,food,expense,17637.0,Kopi,False,2025-09,Sunday,6
user_001,2025-09-07,19:40,health,expense,287742.0,Vitamin,False,2025-09,Sunday,19
user_001,2025-09-10,02:51,shop,expense,213325.0,Alfamart,True,2025-09,Wednesday,2
user_001,2025-09-12,06:14,transport,expense,62698.0,KRL,False,2025-09,Friday,6
user_001,2025-09-15,10:59,transport,expense,68327.0,Bensin,False,2025-09,Monday,10
user_001,2025-09-16,13:13,shop,expense,109636.0,Shopee,False,2025-09,Tuesday,13
user_001,2025-09-19,19:33,food,expense,78594.0,Sarapan,False,2025-09,Friday,19
user_001,2025-09-20,13:33,shop,expense,115868.0,Alfamart,False,2025-09,Saturday,13
user_001,2025-09-21,05:41,shop,expense,433141.0,Tokopedia,False,2025-09,Sunday,5
user_001,2025-09-21,20:13,entertain,expense,116139.0,YouTube Premium,False,2025-09,Sunday,20
user_001,2025-09-22,09:01,shop,expense,187106.0,Indomaret,False,2025-09,Monday,9
user_001,2025-09-23,01:10,shop,expense,249223.0,Alfamart,True,2025-09,Tuesday,1
user_001,2025-09-24,23:44,entertain,expense,195537.0,Bioskop,True,2025-09,Wednesday,23
user_001,2025-09-26,06:34,entertain,expense,123523.0,Bioskop,False,2025-09,Friday,6
user_001,2025-09-26,19:34,food,expense,29113.0,GrabFood,False,2025-09,Friday,19
user_001,2025-09-29,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-09,Monday,10
user_001,2025-09-30,20:42,shop,expense,277634.0,Lazada,False,2025-09,Tuesday,20
user_001,2025-10-02,19:09,transport,expense,21291.0,Parkir,False,2025-10,Thursday,19
user_001,2025-10-06,00:24,shop,expense,137279.0,Tokopedia,True,2025-10,Monday,0
user_001,2025-10-10,00:34,food,expense,58760.0,Makan siang,False,2025-10,Friday,0
user_001,2025-10-10,07:09,entertain,expense,129052.0,Netflix,False,2025-10,Friday,7
user_001,2025-10-12,01:57,shop,expense,428887.0,Alfamart,True,2025-10,Sunday,1
user_001,2025-10-12,06:57,shop,expense,292413.0,Alfamart,False,2025-10,Sunday,6
user_001,2025-10-12,07:27,other,expense,47706.0,Transfer,False,2025-10,Sunday,7
user_001,2025-10-16,02:49,transport,expense,51126.0,Bensin,False,2025-10,Thursday,2
user_001,2025-10-19,07:42,other,expense,35927.0,Lain-lain,False,2025-10,Sunday,7
user_001,2025-10-20,07:24,food,expense,39155.0,Makan siang,False,2025-10,Monday,7
user_001,2025-10-21,08:20,other,expense,43697.0,Tak terduga,False,2025-10,Tuesday,8
user_001,2025-10-22,02:46,shop,expense,442995.0,Tokopedia,True,2025-10,Wednesday,2
user_001,2025-10-22,20:12,entertain,expense,185001.0,YouTube Premium,False,2025-10,Wednesday,20
user_001,2025-10-24,07:59,entertain,expense,132784.0,YouTube Premium,False,2025-10,Friday,7
user_002,2025-01-02,10:00,salary,income,7500000.0,Gaji bulanan,False,2025-01,Thursday,10
user_002,2025-01-03,04:56,shop,expense,463194.0,Indomaret,True,2025-01,Friday,4
user_002,2025-01-05,13:40,food,expense,92952.0,Kopi,False,2025-01,Sunday,13
user_002,2025-01-06,03:05,transport,expense,11045.0,Gojek,False,2025-01,Monday,3
user_002,2025-01-07,13:33,health,expense,66417.0,Klinik,False,2025-01,Tuesday,13
user_002,2025-01-07,13:54,transport,expense,71181.0,KRL,False,2025-01,Tuesday,13
user_002,2025-01-10,14:15,transport,expense,72272.0,Grab,False,2025-01,Friday,14
user_002,2025-01-11,06:38,food,expense,85213.0,Makan siang,False,2025-01,Saturday,6
user_002,2025-01-12,18:36,transport,expense,19671.0,KRL,False,2025-01,Sunday,18
user_002,2025-01-14,01:32,shop,expense,123005.0,Alfamart,True,2025-01,Tuesday,1
user_002,2025-01-16,15:17,other,expense,147382.0,Transfer,False,2025-01,Thursday,15
user_002,2025-01-17,12:58,health,expense,141525.0,Klinik,False,2025-01,Friday,12
user_002,2025-01-18,01:51,entertain,expense,107095.0,Netflix,True,2025-01,Saturday,1
user_002,2025-01-18,22:55,transport,expense,43258.0,Bensin,False,2025-01,Saturday,22
user_002,2025-01-20,18:30,shop,expense,200407.0,Alfamart,False,2025-01,Monday,18
user_002,2025-01-21,17:17,food,expense,109708.0,GrabFood,False,2025-01,Tuesday,17
user_002,2025-01-23,11:31,shop,expense,256658.0,Lazada,False,2025-01,Thursday,11
user_002,2025-01-23,12:59,shop,expense,130214.0,Indomaret,False,2025-01,Thursday,12
user_002,2025-01-24,13:44,food,expense,37450.0,Warung makan,False,2025-01,Friday,13
user_002,2025-01-27,04:49,shop,expense,323837.0,Lazada,True,2025-01,Monday,4
user_002,2025-01-27,15:53,shop,expense,124382.0,Lazada,False,2025-01,Monday,15
user_002,2025-01-28,12:19,shop,expense,151494.0,Shopee,False,2025-01,Tuesday,12
user_002,2025-01-28,17:47,transport,expense,43029.0,Grab,False,2025-01,Tuesday,17
user_002,2025-01-29,11:29,food,expense,24889.0,Warung makan,False,2025-01,Wednesday,11
user_002,2025-02-01,07:25,food,expense,66919.0,Warung makan,False,2025-02,Saturday,7
user_002,2025-02-01,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-02,Saturday,10
user_002,2025-02-02,21:20,transport,expense,30141.0,Grab,False,2025-02,Sunday,21
user_002,2025-02-03,12:45,entertain,expense,46280.0,Bioskop,False,2025-02,Monday,12
user_002,2025-02-03,18:22,transport,expense,13304.0,Gojek,False,2025-02,Monday,18
user_002,2025-02-06,02:44,other,expense,78040.0,Tak terduga,False,2025-02,Thursday,2
user_002,2025-02-07,22:00,transport,expense,42016.0,Parkir,False,2025-02,Friday,22
user_002,2025-02-08,07:04,shop,expense,183527.0,Shopee,False,2025-02,Saturday,7
user_002,2025-02-08,20:21,transport,expense,49377.0,Parkir,False,2025-02,Saturday,20
user_002,2025-02-09,18:10,food,expense,59539.0,GrabFood,False,2025-02,Sunday,18
user_002,2025-02-09,23:45,shop,expense,407560.0,Tokopedia,True,2025-02,Sunday,23
user_002,2025-02-11,12:26,transport,expense,52707.0,KRL,False,2025-02,Tuesday,12
user_002,2025-02-11,20:40,transport,expense,27494.0,KRL,False,2025-02,Tuesday,20
user_002,2025-02-12,05:39,transport,expense,15502.0,Grab,False,2025-02,Wednesday,5
user_002,2025-02-15,07:40,food,expense,92630.0,Kopi,False,2025-02,Saturday,7
user_002,2025-02-15,19:55,food,expense,22384.0,Warung makan,False,2025-02,Saturday,19
user_002,2025-02-19,02:54,food,expense,92936.0,Makan siang,False,2025-02,Wednesday,2
user_002,2025-02-20,15:00,shop,expense,356751.0,Indomaret,False,2025-02,Thursday,15
user_002,2025-02-20,23:32,transport,expense,45276.0,Bensin,False,2025-02,Thursday,23
user_002,2025-02-21,04:34,shop,expense,381905.0,Shopee,True,2025-02,Friday,4
user_002,2025-02-21,16:16,health,expense,32429.0,Masker,False,2025-02,Friday,16
user_002,2025-02-22,11:24,health,expense,228206.0,Apotek,False,2025-02,Saturday,11
user_002,2025-02-23,12:35,shop,expense,165512.0,Tokopedia,False,2025-02,Sunday,12
user_002,2025-02-25,14:11,shop,expense,186776.0,Shopee,False,2025-02,Tuesday,14
user_002,2025-03-03,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-03,Monday,10
user_002,2025-03-05,18:36,entertain,expense,23170.0,Netflix,False,2025-03,Wednesday,18
user_002,2025-03-05,21:29,food,expense,67995.0,Makan siang,False,2025-03,Wednesday,21
user_002,2025-03-07,04:12,food,expense,115151.0,GrabFood,False,2025-03,Friday,4
user_002,2025-03-10,18:49,entertain,expense,55838.0,YouTube Premium,False,2025-03,Monday,18
user_002,2025-03-10,21:35,entertain,expense,22300.0,Game top-up,False,2025-03,Monday,21
user_002,2025-03-11,13:05,shop,expense,280806.0,Tokopedia,False,2025-03,Tuesday,13
user_002,2025-03-13,00:52,health,expense,189611.0,Klinik,False,2025-03,Thursday,0
user_002,2025-03-15,03:14,health,expense,279178.0,Masker,False,2025-03,Saturday,3
user_002,2025-03-15,07:22,food,expense,113080.0,Makan siang,False,2025-03,Saturday,7
user_002,2025-03-18,19:23,health,expense,49473.0,Klinik,False,2025-03,Tuesday,19
user_002,2025-03-19,22:08,food,expense,99840.0,Sarapan,False,2025-03,Wednesday,22
user_002,2025-03-21,00:16,shop,expense,331805.0,Indomaret,True,2025-03,Friday,0
user_002,2025-03-21,02:43,entertain,expense,78353.0,Game top-up,True,2025-03,Friday,2
user_002,2025-03-21,09:37,other,expense,53570.0,Transfer,False,2025-03,Friday,9
user_002,2025-03-21,14:16,transport,expense,48015.0,Gojek,False,2025-03,Friday,14
user_002,2025-03-22,16:21,other,expense,85839.0,Transfer,False,2025-03,Saturday,16
user_002,2025-03-24,03:00,transport,expense,44436.0,Gojek,False,2025-03,Monday,3
user_002,2025-03-29,20:04,food,expense,75903.0,Makan siang,False,2025-03,Saturday,20
user_002,2025-03-30,11:47,entertain,expense,94732.0,Spotify,False,2025-03,Sunday,11
user_002,2025-04-02,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-04,Wednesday,10
user_002,2025-04-02,23:11,shop,expense,184123.0,Lazada,True,2025-04,Wednesday,23
user_002,2025-04-06,21:43,food,expense,115248.0,Makan siang,False,2025-04,Sunday,21
user_002,2025-04-07,10:58,transport,expense,13325.0,Bensin,False,2025-04,Monday,10
user_002,2025-04-09,22:40,food,expense,112215.0,Sarapan,False,2025-04,Wednesday,22
user_002,2025-04-10,12:55,food,expense,55815.0,Makan siang,False,2025-04,Thursday,12
user_002,2025-04-11,13:02,food,expense,36608.0,Makan siang,False,2025-04,Friday,13
user_002,2025-04-12,18:05,entertain,expense,189452.0,Bioskop,False,2025-04,Saturday,18
user_002,2025-04-15,01:57,transport,expense,52217.0,KRL,False,2025-04,Tuesday,1
user_002,2025-04-18,22:20,shop,expense,366736.0,Indomaret,True,2025-04,Friday,22
user_002,2025-04-19,13:58,shop,expense,180487.0,Tokopedia,False,2025-04,Saturday,13
user_002,2025-04-20,20:35,food,expense,55773.0,Warung makan,False,2025-04,Sunday,20
user_002,2025-04-21,23:15,other,expense,73689.0,Tak terduga,False,2025-04,Monday,23
user_002,2025-04-23,05:27,food,expense,108530.0,GrabFood,False,2025-04,Wednesday,5
user_002,2025-04-23,21:52,shop,expense,350090.0,Alfamart,True,2025-04,Wednesday,21
user_002,2025-04-24,01:59,food,expense,97397.0,Kopi,False,2025-04,Thursday,1
user_002,2025-04-24,06:46,transport,expense,32880.0,Grab,False,2025-04,Thursday,6
user_002,2025-04-24,12:43,entertain,expense,151363.0,YouTube Premium,False,2025-04,Thursday,12
user_002,2025-04-29,11:31,food,expense,23811.0,Sarapan,False,2025-04,Tuesday,11
user_002,2025-05-02,10:00,salary,income,4500000.0,Gaji bulanan,False,2025-05,Friday,10
user_002,2025-05-03,16:56,entertain,expense,38655.0,YouTube Premium,False,2025-05,Saturday,16
user_002,2025-05-04,04:23,food,expense,60600.0,Kopi,False,2025-05,Sunday,4
user_002,2025-05-04,15:22,food,expense,54734.0,Kopi,False,2025-05,Sunday,15
user_002,2025-05-05,04:54,entertain,expense,164495.0,Game top-up,True,2025-05,Monday,4
user_002,2025-05-05,11:54,other,expense,146823.0,Transfer,False,2025-05,Monday,11
user_002,2025-05-05,14:43,entertain,expense,156262.0,Netflix,False,2025-05,Monday,14
user_002,2025-05-07,18:24,other,expense,55541.0,Tak terduga,False,2025-05,Wednesday,18
user_002,2025-05-09,11:43,entertain,expense,112538.0,Netflix,False,2025-05,Friday,11
