amount,hour,is_impulsive,category_enc
429085.0,14,0,4
27786.0,6,0,0
162156.0,7,0,4
13689.0,2,0,1
100903.0,9,0,2
280928.0,10,0,4
70979.0,16,0,1
6250.0,3,0,5
114694.0,7,0,4
59335.0,16,0,5
42672.0,21,0,1
15596.0,8,0,5
16755.0,10,0,1
108195.0,6,0,1
444283.0,8,0,4
89880.0,16,0,1
143986.0,11,0,0
43822.0,15,0,5
150533.0,8,0,0
109839.0,0,0,1
123709.0,14,0,4
96488.0,8,0,3
25400.0,18,0,0
67995.0,21,0,1
111045.0,17,0,1
138284.0,17,0,3
87244.0,11,0,1
173629.0,1,1,4
132784.0,7,0,0
100261.0,8,0,1
113643.0,21,0,1
468518.0,13,0,4
105292.0,15,0,1
107966.0,11,0,2
11700.0,19,0,1
93586.0,0,0,1
61875.0,16,0,0
111933.0,17,0,1
52666.0,21,0,5
92764.0,17,0,1
37942.0,11,0,1
324202.0,20,0,4
58854.0,6,0,5
101755.0,15,0,4
50823.0,22,1,4
71639.0,21,0,1
284094.0,12,0,4
90829.0,9,0,2
110327.0,22,0,1
26457.0,16,0,2
59541.0,10,0,5
8740.0,20,0,5
167163.0,13,0,0
32781.0,18,0,3
461611.0,22,1,4
260657.0,19,0,2
110015.0,16,0,3
18670.0,16,0,1
58655.0,3,0,1
93588.0,21,0,3
16238.0,22,0,1
152412.0,4,1,0
37754.0,15,0,1
41745.0,5,0,1
382357.0,12,0,4
141073.0,23,1,0
183527.0,7,0,4
62329.0,22,1,0
16456.0,14,0,1
61648.0,12,0,5
132127.0,9,0,0
497058.0,3,1,4
147382.0,15,0,3
65853.0,12,0,5
40665.0,4,0,3
110506.0,12,0,1
97147.0,23,0,3
115889.0,9,0,1
10281.0,8,0,1
96428.0,2,0,1
60690.0,22,0,5
247107.0,15,0,4
117704.0,9,0,1
76885.0,11,0,1
99118.0,23,0,3
53757.0,17,0,4
23856.0,21,0,1
80757.0,14,0,1
112538.0,3,0,1
27431.0,21,0,1
42224.0,13,0,3
477554.0,12,0,4
33877.0,23,0,3
53202.0,17,0,5
167285.0,13,0,4
12535.0,16,0,5
73075.0,20,0,1
310672.0,14,0,4
44154.0,23,0,0
80368.0,17,0,3
108369.0,2,0,3
13680.0,4,0,1
432770.0,3,1,4
262762.0,2,0,2
169440.0,11,0,4
20064.0,7,0,1
405492.0,20,0,4
71849.0,19,0,5
75945.0,20,0,5
138690.0,4,1,0
63835.0,10,0,1
114645.0,5,0,1
166568.0,1,1,4
52362.0,23,0,5
20988.0,16,0,1
18304.0,11,0,5
130484.0,8,0,0
38048.0,6,0,3
18366.0,7,0,1
73417.0,19,0,0
94557.0,7,0,1
274141.0,10,0,4
34027.0,16,0,1
121016.0,10,0,0
47725.0,11,0,5
165814.0,23,1,4
35596.0,12,0,0
69650.0,16,0,3
42399.0,20,0,1
45631.0,3,0,3
363356.0,15,0,4
106536.0,1,0,1
174556.0,22,1,4
70529.0,19,0,1
86461.0,1,0,2
123661.0,12,0,2
240124.0,8,0,2
16253.0,21,0,5
75835.0,10,0,5
391249.0,5,0,4
81283.0,10,0,1
17711.0,1,0,1
255975.0,11,0,4
487329.0,8,0,4
91392.0,13,0,3
62636.0,1,0,1
59638.0,9,0,1
44101.0,23,0,1
55616.0,0,0,2
255769.0,8,0,4
82694.0,18,0,3
195696.0,9,0,4
72050.0,15,0,3
20509.0,6,0,1
239699.0,22,0,2
48705.0,11,0,0
44345.0,20,0,3
94857.0,7,0,3
27726.0,17,0,3
69227.0,23,0,3
213325.0,2,1,4
123827.0,13,0,4
42089.0,6,0,3
61768.0,20,0,1
12480.0,11,0,5
66842.0,3,1,0
10288.0,6,0,1
29341.0,18,0,2
41580.0,5,0,0
64131.0,9,0,1
121038.0,12,0,0
277116.0,0,1,4
7729.0,2,0,5
288236.0,3,1,4
33318.0,3,0,5
73472.0,2,0,1
243263.0,3,0,2
57835.0,13,0,1
144711.0,20,0,0
20928.0,22,0,1
51480.0,22,0,1
93625.0,8,0,1
92200.0,12,0,1
316921.0,19,0,4
402033.0,18,0,4
93522.0,4,0,1
63118.0,23,0,2
101192.0,16,0,1
115121.0,8,0,1
29011.0,10,0,5
48829.0,14,0,5
102755.0,2,0,1
77071.0,15,0,1
88810.0,21,0,3
50044.0,4,1,0
143029.0,0,1,0
38029.0,19,0,5
71448.0,15,0,4
82891.0,16,0,0
104456.0,17,0,0
60094.0,5,0,3
98907.0,9,0,1
118277.0,4,0,1
116472.0,6,0,0
100215.0,6,0,1
118556.0,15,0,1
185662.0,12,0,0
381737.0,20,0,4
99165.0,15,0,1
108274.0,21,0,3
90443.0,13,0,1
95621.0,2,0,3
114029.0,4,0,1
218378.0,22,1,4
280576.0,8,0,4
67727.0,12,0,1
95277.0,23,1,4
35072.0,22,0,1
186577.0,10,0,0
26219.0,4,0,5
40532.0,7,0,5
81384.0,2,1,0
461077.0,22,1,4
10058.0,22,0,1
53231.0,8,0,1
43905.0,22,0,5
119930.0,12,0,1
113058.0,17,0,1
39651.0,1,0,5
10926.0,8,0,1
386246.0,23,1,4
96498.0,4,0,1
21719.0,19,0,2
70974.0,0,0,1
62746.0,21,0,1
84163.0,4,0,1
243577.0,15,0,2
193547.0,16,0,0
56383.0,11,0,1
146541.0,4,0,3
65069.0,11,0,1
186229.0,10,0,0
79687.0,22,0,1
16525.0,0,0,3
118675.0,4,0,1
43840.0,8,0,1
30508.0,22,0,1
107449.0,20,0,1
115868.0,13,0,4
121158.0,3,1,0
8825.0,20,0,5
56189.0,2,0,2
125364.0,4,0,3
30376.0,13,0,3
479759.0,18,0,4
70642.0,10,0,1
137855.0,1,1,0
7567.0,1,0,5
421282.0,23,1,4
164887.0,15,0,4
304560.0,16,0,4
138399.0,2,1,0
66361.0,18,0,1
284539.0,12,0,4
333809.0,1,1,4
10552.0,20,0,5
53757.0,22,0,1
90094.0,18,0,3
122206.0,2,1,0
22696.0,1,0,5
90819.0,9,0,3
104931.0,4,0,2
55487.0,4,0,5
22122.0,0,0,0
22564.0,7,0,0
116229.0,19,0,3
31293.0,0,0,3
139772.0,3,0,3
52760.0,20,0,3
486833.0,19,0,4
105378.0,1,0,1
24726.0,4,0,1
67648.0,9,0,5
119001.0,23,0,1
35410.0,1,0,1
124860.0,0,0,3
134577.0,20,0,0
81331.0,10,0,1
79839.0,21,0,1
54658.0,23,0,5
95144.0,23,0,1
371288.0,6,0,4
327462.0,21,1,4
95773.0,21,0,1
234293.0,2,0,2
30958.0,18,0,1
17866.0,15,0,1
60215.0,7,0,0
135192.0,2,0,3
78774.0,22,0,5
221878.0,6,0,4
28507.0,12,0,1
39099.0,13,0,0
98939.0,16,0,1
38784.0,10,0,3
70634.0,21,1,0
109325.0,17,0,1
218204.0,23,0,2
24954.0,22,0,1
437859.0,14,0,4
111641.0,21,0,1
70515.0,16,0,1
74067.0,14,0,1
454677.0,1,1,4
426523.0,13,0,4
83647.0,11,0,0
60795.0,10,0,1
56712.0,13,0,5
32694.0,4,0,0
63278.0,7,0,2
197471.0,14,0,0
90438.0,15,0,4
99712.0,12,0,0
109657.0,10,0,1
80534.0,18,0,1
179611.0,22,1,0
334884.0,14,0,4
62852.0,6,0,5
58058.0,19,0,5
293586.0,16,0,4
79974.0,8,0,5
32332.0,7,0,5
97940.0,2,0,1
22483.0,0,0,1
48382.0,8,0,0
395627.0,12,0,4
119979.0,9,0,1
25025.0,7,0,1
7259.0,7,0,5
55411.0,1,0,5
54988.0,0,1,0
314754.0,15,0,4
56098.0,23,0,1
61567.0,16,0,5
58224.0,22,1,4
45680.0,10,0,1
331805.0,0,1,4
267676.0,23,1,4
470453.0,21,1,4
222307.0,21,0,2
212057.0,15,0,4
13099.0,17,0,3
113237.0,10,0,3
197527.0,16,0,4
115192.0,9,0,1
16919.0,17,0,5
119550.0,7,0,2
58310.0,23,0,3
116411.0,10,0,1
71884.0,1,0,1
242871.0,2,0,2
38211.0,9,0,1
102722.0,23,0,1
61659.0,16,0,0
62659.0,16,0,1
149110.0,1,1,4
208552.0,15,0,2
111354.0,13,0,1
41094.0,16,0,1
65369.0,10,0,3
14302.0,14,0,1
131482.0,18,0,2
84464.0,14,0,3
44756.0,3,0,1
26200.0,7,0,1
101840.0,19,0,0
475734.0,4,1,4
422162.0,4,1,4
44168.0,9,0,3
146402.0,22,1,0
114469.0,3,0,1
188436.0,12,0,0
110759.0,21,1,4
137322.0,21,1,0
84352.0,14,0,1
10179.0,8,0,1
71400.0,19,0,1
89620.0,14,0,1
65190.0,5,0,1
39102.0,6,0,1
53179.0,7,0,1
11097.0,23,0,1
42773.0,7,0,1
48884.0,0,0,2
43586.0,9,0,1
64201.0,9,0,2
199492.0,22,1,0
20043.0,12,0,1
22840.0,21,0,2
49026.0,0,0,3
439330.0,9,0,4
223954.0,17,0,4
451659.0,18,0,4
491113.0,22,1,4
57042.0,1,1,4
99805.0,16,0,1
385021.0,17,0,4
47047.0,1,0,1
54161.0,17,0,1
21951.0,7,0,1
59032.0,18,0,0
99702.0,9,0,1
197092.0,0,1,4
14754.0,18,0,1
112266.0,8,0,1
108003.0,7,0,0
119776.0,15,0,1
367288.0,5,0,4
39828.0,9,0,3
143381.0,7,0,0
69429.0,0,0,3
161089.0,12,0,4
284547.0,8,0,2
9724.0,0,0,5
166034.0,23,1,0
372428.0,19,0,4
79375.0,20,0,3
53304.0,19,0,1
91706.0,7,0,4
49377.0,20,0,5
379679.0,5,0,4
103354.0,16,0,1
199553.0,0,1,0
73894.0,23,0,1
84003.0,5,0,1
135421.0,10,0,3
48153.0,5,0,0
61040.0,3,0,1
53536.0,11,0,4
96350.0,12,0,1
66336.0,12,0,3
118890.0,20,0,1
62844.0,3,0,5
188403.0,13,0,0
27376.0,8,0,1
281856.0,7,0,4
16098.0,14,0,1
87585.0,11,0,1
12877.0,5,0,1
94494.0,3,0,1
257685.0,21,1,4
42674.0,12,0,0
432867.0,1,1,4
26723.0,22,0,1
105520.0,6,0,1
43795.0,8,0,3
129624.0,2,1,0
194570.0,16,0,4
83172.0,7,0,1
51580.0,17,0,4
55331.0,23,0,2
41596.0,2,0,3
112107.0,15,0,2
28531.0,8,0,0
117347.0,22,0,1
79972.0,3,0,1
61396.0,3,0,1
46882.0,22,0,5
98981.0,20,0,1
106816.0,8,0,3
437905.0,20,0,4
142085.0,4,1,0
43029.0,7,0,5
213300.0,10,0,4
5423.0,14,0,5
61137.0,21,0,5
45810.0,2,0,0
77205.0,10,0,0
356215.0,10,0,4
208433.0,11,0,2
260595.0,13,0,4
89560.0,20,0,2
71274.0,8,0,1
5651.0,12,0,5
55156.0,9,0,1
24757.0,4,0,5
21906.0,7,0,0
21433.0,0,0,3
35797.0,8,0,5
38580.0,1,0,1
63325.0,21,0,1
258856.0,6,0,2
89164.0,23,0,1
284614.0,19,0,2
49988.0,3,0,1
63134.0,16,0,5
25697.0,4,0,1
68564.0,5,0,1
105070.0,18,0,4
18945.0,16,0,5
106582.0,20,0,0
225455.0,21,1,4
39714.0,23,0,1
180311.0,18,0,2
97964.0,19,0,1
64030.0,17,0,1
52810.0,15,0,3
110861.0,1,0,2
238958.0,15,0,4
264917.0,21,0,2
31651.0,2,0,1
29480.0,5,0,1
31576.0,13,0,1
15458.0,21,0,5
109708.0,17,0,1
136474.0,19,0,0
77396.0,14,0,4
45124.0,8,0,5
67832.0,4,0,1
107242.0,15,0,4
122100.0,5,0,0
129192.0,12,0,4
249223.0,1,1,4
360343.0,15,0,4
297015.0,15,0,4
109435.0,2,0,1
25952.0,21,0,0
65802.0,3,0,1
13259.0,19,0,5
23905.0,8,0,3
19394.0,11,0,5
368852.0,1,1,4
35886.0,10,0,1
48815.0,12,0,5
310344.0,18,0,4
273213.0,23,0,2
19614.0,13,0,1
34387.0,14,0,1
334826.0,21,1,4
33949.0,16,0,3
22088.0,0,0,1
71145.0,19,0,1
75048.0,8,0,3
133000.0,7,0,3
414173.0,21,1,4
102253.0,14,0,2
345458.0,16,0,4
43697.0,8,0,3
317698.0,14,0,4
184875.0,18,0,4
155676.0,3,1,4
256964.0,15,0,4
184793.0,8,0,4
93761.0,18,0,0
33345.0,6,0,2
35081.0,7,0,1
118439.0,16,0,1
182764.0,23,1,4
145835.0,12,0,4
91720.0,21,0,1
254113.0,20,0,2
65120.0,17,0,0
86479.0,0,0,1
89026.0,21,0,1
5114.0,0,0,5
69736.0,18,0,1
279173.0,20,0,4
166071.0,16,0,4
410109.0,4,1,4
70601.0,17,0,5
130019.0,19,0,3
323837.0,4,1,4
76143.0,23,1,0
22295.0,10,0,1
98386.0,13,0,1
99127.0,4,0,1
69542.0,22,1,0
268059.0,12,0,2
28817.0,16,0,5
70690.0,8,0,4
332884.0,13,0,4
206402.0,2,0,2
8635.0,1,0,5
137499.0,20,0,3
108440.0,19,0,1
85427.0,21,0,1
113080.0,7,0,1
51705.0,11,0,5
71555.0,6,0,0
460946.0,6,0,4
143580.0,19,0,3
18878.0,20,0,1
40537.0,18,0,1
45809.0,6,0,5
37623.0,15,0,0
28912.0,22,0,5
25951.0,19,0,3
80602.0,2,0,1
57028.0,10,0,1
78715.0,12,0,5
70529.0,11,0,1
87918.0,12,0,1
445634.0,7,0,4
15548.0,3,0,1
25242.0,1,0,5
28504.0,13,0,0
35371.0,22,0,5
107139.0,13,0,1
407602.0,1,1,4
101730.0,16,0,0
31878.0,1,0,5
30588.0,5,0,1
31934.0,2,0,0
47102.0,13,0,1
15741.0,20,0,5
12015.0,0,0,1
146050.0,22,1,4
62907.0,20,0,5
75745.0,2,0,5
12126.0,16,0,3
97211.0,6,0,0
128475.0,14,0,0
56516.0,8,0,1
88484.0,15,0,1
117319.0,13,0,1
33419.0,1,0,2
31787.0,15,0,0
181941.0,20,0,2
76281.0,10,0,5
71404.0,0,0,1
74481.0,18,0,1
50461.0,6,0,3
57374.0,3,0,1
40440.0,2,0,3
43317.0,9,0,1
204014.0,16,0,4
15599.0,22,0,5
80739.0,9,0,4
44668.0,8,0,5
25882.0,7,0,1
223478.0,13,0,4
398603.0,8,0,4
88326.0,15,0,1
48167.0,23,0,1
174788.0,9,0,2
60921.0,6,0,5
38371.0,5,0,5
23537.0,5,0,1
173370.0,4,1,0
82360.0,9,0,1
70862.0,12,0,1
59080.0,18,0,1
39789.0,13,0,1
99545.0,2,1,0
81015.0,11,0,4
65235.0,6,0,5
71102.0,18,0,4
108752.0,21,0,1
45159.0,23,0,0
6145.0,14,0,5
113440.0,2,0,1
24603.0,4,0,0
72909.0,7,0,3
38190.0,17,0,5
51782.0,2,0,3
77496.0,10,0,5
223564.0,10,0,2
156262.0,14,0,0
111983.0,21,0,3
218605.0,20,0,2
98890.0,7,0,1
190954.0,6,0,2
19210.0,6,0,1
87442.0,19,0,1
86778.0,20,0,4
123783.0,18,0,2
66538.0,22,0,1
45259.0,11,0,1
60977.0,0,0,3
112439.0,5,0,0
282982.0,0,1,4
14472.0,14,0,5
119278.0,8,0,3
46487.0,0,0,1
430793.0,7,0,4
324971.0,1,1,4
14161.0,5,0,1
380786.0,9,0,4
463436.0,15,0,4
14594.0,5,0,1
87425.0,21,0,3
119567.0,13,0,1
470555.0,3,1,4
90437.0,17,0,1
135590.0,14,0,2
159151.0,1,0,2
82409.0,10,0,4
12832.0,2,0,1
49222.0,5,0,5
126047.0,1,1,0
56275.0,12,0,1
67964.0,18,0,1
283153.0,7,0,2
78824.0,18,0,0
82399.0,19,0,1
162621.0,14,0,0
72987.0,0,0,2
90912.0,10,0,3
82157.0,20,0,1
271437.0,1,1,4
250936.0,5,0,2
12674.0,16,0,3
26344.0,1,0,1
101291.0,13,0,1
13656.0,9,0,5
62792.0,13,0,1
10061.0,5,0,1
42510.0,4,0,5
132252.0,5,0,0
147731.0,0,1,0
102331.0,21,0,3
25302.0,22,0,1
49811.0,22,0,5
79700.0,23,1,4
63318.0,10,0,1
37645.0,13,0,1
56056.0,8,0,1
117975.0,22,1,0
17147.0,9,0,1
93782.0,19,0,1
88654.0,12,0,1
486098.0,15,0,4
234511.0,12,0,4
224602.0,16,0,2
150826.0,1,0,2
86652.0,10,0,0
332209.0,1,1,4
19223.0,16,0,1
165475.0,15,0,0
88388.0,11,0,1
33874.0,2,0,1
61705.0,1,0,3
176270.0,12,0,4
49060.0,6,0,1
55540.0,1,1,4
358398.0,2,1,4
314010.0,6,0,4
207593.0,1,1,4
111779.0,20,0,1
153506.0,9,0,4
47900.0,17,0,2
36027.0,23,0,1
67630.0,18,0,0
172570.0,2,0,2
254193.0,12,0,4
47363.0,0,0,1
74298.0,23,0,5
49188.0,13,0,0
367578.0,4,1,4
37454.0,7,0,0
91104.0,4,0,1
56637.0,13,0,4
19125.0,11,0,1
47345.0,23,0,1
43105.0,14,0,1
122512.0,22,0,2
113155.0,0,0,1
231645.0,16,0,2
182987.0,22,1,0
19635.0,16,0,5
185018.0,19,0,0
93434.0,23,0,3
174843.0,15,0,4
98313.0,18,0,2
79863.0,2,0,5
422758.0,17,0,4
101301.0,15,0,2
32178.0,21,0,1
39825.0,15,0,1
49166.0,15,0,5
295960.0,2,0,2
178053.0,7,0,0
116411.0,12,0,1
100964.0,10,0,1
35225.0,23,0,0
169194.0,17,0,0
39719.0,11,0,5
23229.0,22,0,3
67144.0,9,0,0
51877.0,4,1,0
18316.0,22,0,1
61435.0,14,0,5
34362.0,12,0,3
65392.0,19,0,5
204476.0,23,0,2
88578.0,23,0,1
65338.0,1,0,1
456352.0,6,0,4
66920.0,3,1,0
358746.0,14,0,4
165732.0,20,0,0
366421.0,19,0,4
54352.0,14,0,0
83599.0,21,0,1
32252.0,21,0,1
419826.0,20,0,4
88127.0,6,0,3
18071.0,9,0,0
290862.0,15,0,4
138242.0,7,0,3
22848.0,17,0,1
136374.0,2,0,3
132091.0,15,0,3
77874.0,0,1,0
126536.0,13,0,0
345125.0,21,1,4
210699.0,0,0,2
46829.0,22,0,1
313787.0,16,0,4
72621.0,4,0,1
496460.0,1,1,4
116139.0,20,0,0
35634.0,15,0,5
97029.0,5,0,1
258443.0,18,0,4
64252.0,4,1,0
88401.0,14,0,3
283759.0,15,0,4
211599.0,2,1,4
156085.0,17,0,4
55260.0,10,0,5
82816.0,2,0,1
125446.0,6,0,3
119074.0,9,0,1
102893.0,10,0,4
34275.0,23,0,0
492253.0,19,0,4
62862.0,2,1,4
111501.0,23,0,1
72711.0,7,0,4
63239.0,7,0,1
130647.0,23,1,0
99973.0,1,0,1
322798.0,19,0,4
117134.0,13,0,4
58472.0,6,0,1
30781.0,22,0,5
113100.0,23,0,2
112534.0,2,0,1
240122.0,1,1,4
82292.0,13,0,1
43615.0,13,0,5
60561.0,20,0,5
49213.0,11,0,3
109707.0,13,0,1
16687.0,5,0,3
73709.0,8,0,5
137334.0,16,0,3
272720.0,18,0,4
74164.0,23,0,1
180915.0,2,1,0
28385.0,1,0,3
171650.0,8,0,0
113492.0,7,0,1
137634.0,18,0,0
63219.0,2,0,5
22960.0,23,0,5
61873.0,22,0,5
21422.0,12,0,5
29393.0,3,0,1
30219.0,11,0,3
95636.0,16,0,0
49444.0,20,0,1
48117.0,17,0,5
423030.0,10,0,4
409769.0,0,1,4
117559.0,19,0,1
475291.0,8,0,4
171571.0,21,0,2
114438.0,4,0,1
32151.0,22,0,2
331231.0,23,1,4
141357.0,8,0,0
158329.0,21,1,0
26550.0,13,0,0
47790.0,12,0,1
37410.0,23,0,1
113625.0,10,0,0
18564.0,1,0,3
55431.0,18,0,5
147806.0,20,0,0
61159.0,16,0,5
71480.0,3,0,1
279801.0,12,0,4
93940.0,16,0,1
71082.0,19,0,3
191147.0,15,0,0
275338.0,18,0,4
19077.0,18,0,5
40922.0,15,0,1
201634.0,2,0,2
83005.0,9,0,1
278918.0,16,0,4
78848.0,14,0,5
138536.0,1,1,0
464538.0,2,1,4
12418.0,13,0,1
55092.0,11,0,1
78594.0,19,0,1
16229.0,4,0,0
143962.0,12,0,4
77972.0,5,0,1
173319.0,23,1,4
63080.0,10,0,0
322608.0,1,1,4
45719.0,8,0,1
91916.0,5,0,0
377512.0,17,0,4
21799.0,20,0,1
260977.0,19,0,2
37866.0,5,0,5
78348.0,22,0,1
33596.0,15,0,0
94451.0,6,0,1
43660.0,3,0,5
167932.0,18,0,4
53379.0,9,0,2
134264.0,15,0,3
30609.0,23,0,1
110418.0,23,0,1
141249.0,17,0,4
76553.0,22,1,0
76335.0,12,0,5
75338.0,13,0,1
163436.0,22,1,0
24910.0,3,0,1
243936.0,22,0,2
27236.0,22,0,0
437110.0,22,1,4
226521.0,12,0,2
88678.0,13,0,0
13921.0,9,0,1
74964.0,9,0,1
57379.0,8,0,0
62167.0,18,0,4
60384.0,6,0,1
62418.0,18,0,1
50447.0,11,0,2
21828.0,3,0,1
78362.0,0,0,2
86692.0,16,0,1
54262.0,4,0,3
21654.0,11,0,1
30851.0,9,0,1
98418.0,22,0,1
229007.0,1,1,4
98706.0,20,0,1
194148.0,3,1,4
79846.0,12,0,1
211744.0,8,0,2
391706.0,2,1,4
60344.0,5,0,2
51224.0,6,0,3
446312.0,7,0,4
27765.0,15,0,3
55753.0,0,0,1
37443.0,3,0,1
346854.0,15,0,4
427957.0,2,1,4
155947.0,11,0,2
87504.0,1,1,0
109303.0,1,0,1
56131.0,8,0,0
244930.0,12,0,4
250696.0,9,0,4
80844.0,10,0,4
35068.0,15,0,5
100433.0,11,0,1
450673.0,1,1,4
54734.0,22,1,4
34804.0,11,0,1
57099.0,5,0,5
58442.0,15,0,5
255628.0,3,0,2
46257.0,13,0,5
66753.0,9,0,5
255244.0,8,0,4
330394.0,18,0,4
102088.0,20,0,1
454336.0,4,1,4
55236.0,22,0,1
99264.0,8,0,1
22360.0,5,0,5
20161.0,14,0,0
264815.0,21,1,4
165909.0,4,0,2
57096.0,0,0,1
259484.0,3,1,4
49141.0,12,0,1
21435.0,23,0,1
130672.0,9,0,3
107382.0,6,0,1
401940.0,17,0,4
28775.0,0,0,2
17493.0,0,0,3
82753.0,4,1,0
104761.0,22,0,2
57067.0,22,0,1
90347.0,3,0,1
38298.0,2,0,2
73186.0,13,0,0
157477.0,10,0,2
11395.0,14,0,1
69022.0,15,0,1
109838.0,16,0,1
24535.0,9,0,5
25889.0,0,0,0
94689.0,5,0,1
19119.0,18,0,1
35727.0,4,0,1
32394.0,5,0,2
142852.0,14,0,4
113391.0,1,0,1
408376.0,10,0,4
73306.0,15,0,5
12394.0,20,0,5
72580.0,5,0,1
33202.0,7,0,1
5675.0,4,0,5
